I1,I2,I3
1.651,-0.733,0.018
1.447,0,0.101
1.367,1.047,-0.135
1.367,1.676,-0.056
1.367,2.409,0.1
1.846,3.456,0.024
1.65,3.665,0.027
1.57,3.246,-0.059
1.65,3.246,0.029
2.246,2.618,0.031
1.963,2.618,0.121
1.847,3.246,-0.012
1.251,5.236,0.125
1.846,6.283,0.059
1.846,6.493,0.023
1.962,6.074,0.112
1.767,5.864,0.189
1.767,5.236,0.204
1.65,3.246,0.183
1.846,1.676,0.294
1.447,0.209,0.358
1.447,-1.152,0.356
1.57,-1.78,0.463
1.447,-1.78,0.408
1.447,-1.571,0.425
1.367,-0.942,0.494
1.367,0.628,0.391
1.447,1.047,0.509
1.367,1.047,0.487
1.846,0.838,0.508
1.766,0.838,0.469
1.963,0.209,0.593
1.766,-0.524,0.554
1.846,-0.524,0.571
1.651,-0.524,0.573
1.963,-0.314,0.659
1.847,0,0.659
1.963,0,0.682
2.043,0.419,0.619
1.846,0.419,0.708
1.962,0.838,0.68
1.65,0.628,0.769
1.962,0.838,0.712
1.766,1.466,0.62
1.447,2.094,0.619
1.57,3.456,0.574
1.766,5.027,0.549
1.447,5.864,0.583
1.367,6.702,0.491
1.367,8.692,0.568
1.447,10.472,0.503
1.846,11.833,0.529
1.367,13.09,0.443
1.57,12.881,0.294
1.766,13.928,0.415
1.57,14.87,0.549
1.963,13.928,0.511
1.846,10.681,0.594
1.766,9.111,0.605
2.246,8.063,0.645
1.846,8.063,0.422
1.847,7.854,0.641
2.166,7.854,0.532
1.846,10.681,0.558
2.325,12.671,0.503
1.846,16.127,0.409
2.326,17.488,0.502
1.766,17.907,0.36
2.326,18.745,0.272
1.57,17.907,0.416
2.246,15.289,0.436
1.766,14.242,0.404
1.57,15.08,0.446
1.367,17.279,0.338
1.65,18.745,0.293
1.963,19.897,0.371
1.447,22.096,0.275
1.65,22.515,0.341
1.65,19.897,0.323
1.57,17.069,0.479
1.65,17.698,0.454
1.447,19.478,0.265
1.57,21.153,0.209
1.25,22.724,0.359
1.65,24.086,0.297
1.367,20.525,0.321
1.65,19.059,0.248
1.847,20.525,0.444
1.57,22.934,0.212
1.766,24.923,0.325
1.767,25.552,0.197
1.846,23.667,0.287
1.766,19.059,0.221
1.65,19.268,0.233
1.766,20.944,0.408
1.17,23.143,0.178
1.65,26.285,0.105
1.446,27.332,0.229
1.847,24.086,0.244
1.767,21.677,0.267
1.766,21.153,0.311
1.367,20.944,0.212
1.367,22.096,0.358
1.367,25.761,0.121
1.17,26.494,0.123
1.251,24.504,0.161
1.447,21.468,0.046
1.25,19.478,0.1
1.65,18.117,0.12
1.171,21.886,0.31
1.367,26.704,0.209
1.251,26.494,0.172
0.894,24.086,0.211
1.251,20.735,0.073
1.367,18.535,0.212
1.367,18.326,0.234
1.447,20.944,0.127
1.57,23.667,0.111
2.043,22.934,0.063
1.767,22.305,0.005
1.651,20.525,0.018
1.57,18.326,0.116
1.65,18.745,0.068
1.57,21.153,0.125
1.65,21.468,0.121
1.367,20.525,0.096
1.65,19.897,0.09
1.17,20.106,0.199
1.57,18.745,0.14
1.767,17.698,0.057
1.57,18.535,0.034
1.57,18.745,0.098
1.65,16.336,0.015
1.447,14.451,0.066
1.766,14.451,0.051
1.447,15.708,0.004
1.367,17.069,0.101
1.251,16.336,-0.131
1.57,15.917,0.072
1.447,15.917,0.034
1.367,16.127,-0.048
1.447,15.08,0.066
1.846,12.881,0.081
1.57,12.043,0.1
2.246,11.519,0.009
1.963,12.252,0.087
1.847,12.462,-0.012
1.65,11.833,0.131
1.963,10.891,-0.011
1.767,10.053,0.059
1.767,10.053,-0.033
1.766,10.891,0.137
1.766,10.891,-0.035
1.767,9.32,-0.051
1.57,6.702,-0.061
1.447,4.294,0.059
1.767,3.246,0.109
1.447,3.037,0.153
1.367,3.456,0.011
1.963,3.037,-0.024
1.65,3.665,0.065
1.767,3.665,-0.071
1.571,5.027,-0.01
1.251,6.283,-0.092
1.447,5.655,-0.107
1.251,4.294,-0.092
1.367,2.618,-0.092
1.171,1.885,-0.089
1.447,1.885,-0.178
1.251,2.094,-0.177
1.251,2.094,-0.085
1.367,2.409,-0.035
1.847,1.885,-0.133
1.367,0.419,-0.082
1.447,-0.524,-0.082
1.447,-1.152,-0.083
1.251,-1.361,-0.221
1.447,-1.152,-0.221
1.367,-0.942,-0.176
1.447,-0.733,-0.176
1.57,-0.524,-0.266
1.367,0.209,-0.265
1.571,0,-0.266
1.65,0,-0.31
1.367,0,-0.266
1.25,-0.314,-0.266
1.65,-0.733,-0.356
1.251,-0.733,-0.309
1.447,-0.524,-0.266
1.367,-0.733,-0.316
1.447,-0.942,-0.435
1.367,-0.733,-0.319
1.366,-1.152,-0.482
1.447,-1.152,-0.413
1.766,-1.571,-0.535
1.571,-1.78,-0.415
1.251,-2.723,-0.504
1.251,-3.77,-0.416
1.847,-5.341,-0.416
1.251,-6.388,-0.319
1.766,-6.178,-0.325
1.963,-6.178,-0.342
1.766,-6.388,-0.392
1.962,-6.807,-0.425
1.767,-6.178,-0.356
1.846,-6.597,-0.355
1.962,-8.796,-0.343
1.65,-8.796,-0.447
1.766,-9.948,-0.393
2.043,-10.158,-0.444
1.767,-9.425,-0.419
1.962,-9.739,-0.256
1.963,-11.205,-0.425
1.847,-12.776,-0.32
1.766,-14.032,-0.211
1.767,-14.032,-0.381
2.042,-14.032,-0.358
